"","trait_genetic_start","trait_genetic_end","trait","gene_ID","eQTL_chr","eQTL_genetic_start","eQTL_genetic_end","subject","AGI","At_symbol","trait_chrom","gene.chrom","gene.start","gene.end","B.napus_GO_term","GO_des"
"2230",43,112,"lobe_number_2016_01_21","BnaC09g05450D","chrC06",107,107,"AT5G62000.1","AT5G62000"," auxin response factor 2 ","chrC06","C09",3199879,3204060,NA,NA
"2231",43,112,"lobe_number_2016_01_21","BnaC09g24020D","chrC06",67,67,NA,NA,NA,"chrC06","C09",21894456,21895791,NA,NA
"2232",43,112,"lobe_number_2016_01_21","BnaC09g28520D","chrC06",49,49,NA,NA,NA,"chrC06","C09",31007988,31012285,NA,NA
"2233",43,112,"lobe_number_2016_01_21","BnaC09g29680D","chrC06",53,53,NA,NA,NA,"chrC06","C09",32330790,32332746,"GO:0003824","catalytic activity"
"2234",43,112,"lobe_number_2016_01_21","BnaC09g30730D","chrC06",99,99,NA,NA,NA,"chrC06","C09",33722361,33723196,NA,NA
"2235",43,112,"lobe_number_2016_01_21","BnaC09g49700D","chrC06",84,84,"AT5G05800.1","AT5G05800"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G11290.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). ","chrC06","C09",47920736,47922922,NA,NA
"2236",43,112,"lobe_number_2016_01_21","BnaCnng00010D","chrC06",84,84,"AT1G70830.1","AT1G70830"," MLP-like protein 28 ","chrC06","Cnn_random",3814,4718,"GO:0006952;GO:0009607","defense response;response to biotic stimulus"
"2237",43,112,"lobe_number_2016_01_21","BnaCnng04850D","chrC06",84,84,"AT1G24625.1","AT1G24625"," zinc finger protein 7 ","chrC06","Cnn_random",4369479,4370794,"GO:0008270","zinc ion binding"
"2238",43,112,"lobe_number_2016_01_21","BnaCnng07860D","chrC06",68,68,"AT1G71770.1","AT1G71770"," poly(A)-binding protein 5 ","chrC06","Cnn_random",7192079,7195066,"GO:0000166;GO:0003676;GO:0003723","nucleotide binding;nucleic acid binding;RNA binding"
"2239",43,112,"lobe_number_2016_01_21","BnaCnng15430D","chrC06",97,97,"AT3G50710.1","AT3G50710"," F-box/RNI-like/FBD-like domains-containing protein ","chrC06","Cnn_random",14406936,14408563,NA,NA
"2240",43,112,"lobe_number_2016_01_21","BnaCnng17890D","chrC06",49,49,NA,NA,NA,"chrC06","Cnn_random",16786288,16787055,NA,NA
"2241",43,112,"lobe_number_2016_01_21","BnaCnng24750D","chrC06",75,75,"AT1G72880.2","AT1G72880"," Survival protein SurE-like phosphatase/nucleotidase ","chrC06","Cnn_random",23183653,23185923,"GO:0016787","hydrolase activity"
"2242",43,112,"lobe_number_2016_01_21","BnaCnng24770D","chrC06",66,66,NA,NA,NA,"chrC06","Cnn_random",23198041,23199751,"GO:0000166;GO:0005515;GO:0006952;GO:0007165;GO:0017111;GO:0043531","nucleotide binding;protein binding;defense response;signal transduction;nucleoside-triphosphatase activity;ADP binding"
"2243",43,112,"lobe_number_2016_01_21","BnaCnng27210D","chrC06",49,49,NA,NA,NA,"chrC06","Cnn_random",25677227,25679485,"GO:0046982","protein heterodimerization activity"
"2244",43,112,"lobe_number_2016_01_21","BnaCnng34180D","chrC06",85,85,NA,NA,NA,"chrC06","Cnn_random",32360888,32361592,NA,NA
"2245",43,112,"lobe_number_2016_01_21","BnaCnng34510D","chrC06",87,87,NA,NA,NA,"chrC06","Cnn_random",32750113,32751379,"GO:0003677;GO:0005634","DNA binding;nucleus"
"2246",43,112,"lobe_number_2016_01_21","BnaCnng34990D","chrC06",68,68,"AT1G75100.1","AT1G75100"," J-domain protein required for chloroplast accumulation response 1 ","chrC06","Cnn_random",33146930,33151565,"GO:0005783","endoplasmic reticulum"
"2247",43,112,"lobe_number_2016_01_21","BnaCnng38110D","chrC06",82,82,"AT1G64960.1","AT1G64960"," ARM repeat superfamily protein ","chrC06","Cnn_random",36667659,36672056,"GO:0005488;GO:0005634","binding;nucleus"
"2248",43,112,"lobe_number_2016_01_21","BnaCnng38120D","chrC06",65,65,"AT4G26690.1","AT4G26690"," PLC-like phosphodiesterase family protein ","chrC06","Cnn_random",36672550,36680158,"GO:0006071;GO:0006629;GO:0008081;GO:0008889","glycerol metabolic process;lipid metabolic process;phosphoric diester hydrolase activity;glycerophosphodiester phosphodiesterase activity"
"2249",43,112,"lobe_number_2016_01_21","BnaCnng41440D","chrC06",46,46,"AT2G34160.1","AT2G34160"," Alba DNA/RNA-binding protein ","chrC06","Cnn_random",40274803,40275977,"GO:0003676","nucleic acid binding"
"2250",43,112,"lobe_number_2016_01_21","BnaCnng43070D","chrC06",112,112,"AT1G63500.1","AT1G63500"," Protein kinase protein with tetratricopeptide repeat domain ","chrC06","Cnn_random",42179586,42182624,"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation"
"2251",43,112,"lobe_number_2016_01_21","BnaCnng47270D","chrC06",95,95,NA,NA,NA,"chrC06","Cnn_random",46743287,46743928,NA,NA
"2252",43,112,"lobe_number_2016_01_21","BnaCnng48280D","chrC06",84,84,"AT3G17700.1","AT3G17700"," cyclic nucleotide-binding transporter 1 ","chrC06","Cnn_random",47575565,47579101,"GO:0005216;GO:0006811;GO:0016020;GO:0055085","ion channel activity;ion transport;membrane;transmembrane transport"
"2253",43,112,"lobe_number_2016_01_21","BnaCnng54120D","chrC06",84,84,"AT5G16560.1","AT5G16560"," Homeodomain-like superfamily protein ","chrC06","Cnn_random",53879217,53884857,"GO:0003677;GO:0003682","DNA binding;chromatin binding"
"2254",43,112,"lobe_number_2016_01_21","BnaCnng59850D","chrC06",53,53,NA,NA,NA,"chrC06","Cnn_random",59643705,59644274,NA,NA
"2255",43,112,"lobe_number_2016_01_21","BnaCnng61330D","chrC06",95,95,NA,NA,NA,"chrC06","Cnn_random",61245633,61247213,NA,NA
"2256",43,112,"lobe_number_2016_01_21","BnaCnng64660D","chrC06",108,108,"AT1G75400.1","AT1G75400"," RING/U-box superfamily protein ","chrC06","Cnn_random",64440837,64443177,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"2257",43,112,"lobe_number_2016_01_21","BnaCnng66130D","chrC06",61,61,NA,NA,NA,"chrC06","Cnn_random",65799963,65802425,NA,NA
"2258",43,112,"lobe_number_2016_01_21","BnaCnng72260D","chrC06",70,70,"AT3G47340.1","AT3G47340"," glutamine-dependent asparagine synthase 1 ","chrC06","Cnn_random",72656046,72658690,"GO:0004066;GO:0006529;GO:0008152","asparagine synthase (glutamine-hydrolyzing) activity;asparagine biosynthetic process;metabolic process"
"2259",71,86,"lobe_number_I","BnaA01g02830D","chrC06",83,83,"AT2G18990.1","AT2G18990"," thioredoxin domain-containing protein 9 homolog ","chrC06","A01",1391499,1392874,NA,NA
"2260",71,86,"lobe_number_I","BnaA01g02850D","chrC06",83,83,"AT4G34265.1","AT4G34265"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G15000.3); Has 76 Blast hits to 76 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 76; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). ","chrC06","A01",1396237,1398073,NA,NA
"2261",71,86,"lobe_number_I","BnaA01g03430D","chrC06",84,84,"AT4G33490.2","AT4G33490"," Eukaryotic aspartyl protease family protein ","chrC06","A01",1624374,1626371,"GO:0004190;GO:0006508","aspartic-type endopeptidase activity;proteolysis"
"2262",71,86,"lobe_number_I","BnaA01g29140D","chrC06",84,84,"AT3G14840.2","AT3G14840"," Leucine-rich repeat transmembrane protein kinase ","chrC06","A01",20167191,20173388,"GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation"
"2263",71,86,"lobe_number_I","BnaA02g24130D","chrC06",72,72,"AT5G45890.1","AT5G45890"," senescence-associated gene 12 ","chrC06","A02",17478814,17481156,"GO:0006508;GO:0008234","proteolysis;cysteine-type peptidase activity"
"2264",71,86,"lobe_number_I","BnaA03g31660D","chrC06",85,85,"AT3G11330.1","AT3G11330"," plant intracellular ras group-related LRR 9 ","chrC06","A03",15272326,15275335,"GO:0005515","protein binding"
"2265",71,86,"lobe_number_I","BnaA03g43290D","chrC06",84,84,"AT4G17730.2","AT4G17730"," syntaxin of plants  23 ","chrC06","A03",21736086,21737831,"GO:0005484;GO:0005515;GO:0006886;GO:0016020;GO:0016192","SNAP receptor activity;protein binding;intracellular protein transport;membrane;vesicle-mediated transport"
"2266",71,86,"lobe_number_I","BnaA03g43420D","chrC06",85,85,"AT4G17890.1","AT4G17890"," ARF-GAP domain 8 ","chrC06","A03",21816145,21818650,"GO:0008060;GO:0008270;GO:0032312","NA;zinc ion binding;NA"
"2267",71,86,"lobe_number_I","BnaA03g47590D","chrC06",85,85,"AT4G25700.1","AT4G25700"," beta-hydroxylase 1 ","chrC06","A03",24424727,24426904,"GO:0005506;GO:0006633;GO:0016491;GO:0055114","iron ion binding;fatty acid biosynthetic process;oxidoreductase activity;oxidation-reduction process"
"2268",71,86,"lobe_number_I","BnaA04g18970D","chrC06",83,83,"AT2G32680.1","AT2G32680"," receptor like protein 23 ","chrC06","A04",15093545,15096205,"GO:0005515","protein binding"
"2269",71,86,"lobe_number_I","BnaA05g03480D","chrC06",84,84,"AT2G43690.1","AT2G43690"," Concanavalin A-like lectin protein kinase family protein ","chrC06","A05",1919611,1921482,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0030246","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation;carbohydrate binding"
"2270",71,86,"lobe_number_I","BnaA05g33250D","chrC06",85,85,"AT3G02875.1","AT3G02875"," Peptidase M20/M25/M40 family protein ","chrC06","A05",22590122,22592347,"GO:0008152;GO:0016787","metabolic process;hydrolase activity"
"2271",71,86,"lobe_number_I","BnaA06g16650D","chrC06",71,71,"AT3G48340.1","AT3G48340"," Cysteine proteinases superfamily protein ","chrC06","A06",9383003,9384783,"GO:0006508;GO:0008234","proteolysis;cysteine-type peptidase activity"
"2272",71,86,"lobe_number_I","BnaA07g20790D","chrC06",75,75,"AT1G77850.1","AT1G77850"," auxin response factor 17 ","chrC06","A07",16214447,16216537,"GO:0003677;GO:0005634;GO:0009725","DNA binding;nucleus;response to hormone"
"2273",71,86,"lobe_number_I","BnaA07g22920D","chrC06",73,73,"AT1G72880.2","AT1G72880"," Survival protein SurE-like phosphatase/nucleotidase ","chrC06","A07",17356122,17358649,"GO:0016787","hydrolase activity"
"2274",71,86,"lobe_number_I","BnaA07g23800D","chrC06",80,80,NA,NA,NA,"chrC06","A07",17834637,17836139,NA,NA
"2275",71,86,"lobe_number_I","BnaA07g24930D","chrC06",85,85,"AT1G67680.1","AT1G67680"," SRP72 RNA-binding domain ","chrC06","A07",18659092,18659463,"GO:0006614;GO:0008312;GO:0048500","SRP-dependent cotranslational protein targeting to membrane;7S RNA binding;signal recognition particle"
"2276",71,86,"lobe_number_I","BnaA07g25060D","chrC06",77,77,"AT1G67340.1","AT1G67340"," HCP-like superfamily protein with MYND-type zinc finger ","chrC06","A07",18721879,18723432,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"2277",71,86,"lobe_number_I","BnaA07g25240D","chrC06",83,83,"AT1G65295.1","AT1G65295"," unknown protein; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G01015.1); Has 90 Blast hits to 90 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 90; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). ","chrC06","A07",18821419,18822776,NA,NA
"2278",71,86,"lobe_number_I","BnaA07g27270D","chrC06",86,86,"AT1G68580.2","AT1G68580"," agenet domain-containing protein / bromo-adjacent homology (BAH) domain-containing protein ","chrC06","A07",19854841,19858207,"GO:0003677","DNA binding"
"2279",71,86,"lobe_number_I","BnaA07g33790D","chrC06",71,71,"AT1G77920.1","AT1G77920"," bZIP transcription factor family protein ","chrC06","A07",23103450,23108760,"GO:0003700;GO:0043565","transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding"
"2280",71,86,"lobe_number_I","BnaA07g35720D","chrC06",84,84,NA,NA,NA,"chrC06","A07",23927326,23927515,NA,NA
"2281",71,86,"lobe_number_I","BnaA08g16750D","chrC06",85,85,NA,NA,NA,"chrC06","A08",13528550,13529086,NA,NA
"2282",71,86,"lobe_number_I","BnaA09g36340D","chrC06",71,71,"AT3G56990.1","AT3G56990"," embryo sac development arrest 7 ","chrC06","A09",26324533,26328730,"GO:0005515;GO:0005634","protein binding;nucleus"
"2283",71,86,"lobe_number_I","BnaA09g39770D","chrC06",71,71,"AT3G62260.2","AT3G62260"," Protein phosphatase 2C family protein ","chrC06","A09",28119633,28121771,"GO:0003824;GO:0004722;GO:0006470","catalytic activity;protein serine/threonine phosphatase activity;protein dephosphorylation"
"2284",71,86,"lobe_number_I","BnaA09g40470D","chrC06",71,71,"AT2G26460.1","AT2G26460"," RED family protein ","chrC06","A09",28467453,28470975,"GO:0005634","nucleus"
"2285",71,86,"lobe_number_I","BnaA09g41410D","chrC06",71,71,"AT2G24420.1","AT2G24420"," DNA repair ATPase-related ","chrC06","A09",28934549,28937195,NA,NA
"2286",71,86,"lobe_number_I","BnaA09g51360D","chrC06",84,84,"AT1G70770.1","AT1G70770"," Protein of unknown function DUF2359, transmembrane ","chrC06","A09",33760717,33763055,NA,NA
"2287",71,86,"lobe_number_I","BnaA10g06350D","chrC06",82,82,"AT5G52920.1","AT5G52920"," plastidic pyruvate kinase beta subunit 1 ","chrC06","A10",4845299,4846356,"GO:0000287;GO:0004743;GO:0006096;GO:0030955","magnesium ion binding;pyruvate kinase activity;glycolytic process;potassium ion binding"
"2288",71,86,"lobe_number_I","BnaA10g10580D","chrC06",83,83,"AT5G56340.1","AT5G56340"," RING/U-box superfamily protein ","chrC06","A10",9009956,9011787,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"2289",71,86,"lobe_number_I","BnaAnng25950D","chrC06",86,86,"AT1G10760.1","AT1G10760"," Pyruvate phosphate dikinase, PEP/pyruvate binding domain ","chrC06","Ann_random",29954344,29955633,"GO:0003824;GO:0005524;GO:0016301;GO:0016310","catalytic activity;ATP binding;kinase activity;phosphorylation"
"2290",71,86,"lobe_number_I","BnaAnng25960D","chrC06",84,84,NA,NA,NA,"chrC06","Ann_random",29955699,29956536,NA,NA
"2291",71,86,"lobe_number_I","BnaC01g01000D","chrC06",84,84,"AT4G38050.1","AT4G38050"," Xanthine/uracil permease family protein ","chrC06","C01",412510,415610,"GO:0005215;GO:0006810;GO:0016020;GO:0055085","transporter activity;transport;membrane;transmembrane transport"
"2292",71,86,"lobe_number_I","BnaC01g01500D","chrC06",71,71,"AT4G37430.1","AT4G37430"," cytochrome P450, family 91, subfamily A, polypeptide 2 ","chrC06","C01",716755,718924,"GO:0005506;GO:0009055;GO:0020037;GO:0055114","iron ion binding;electron carrier activity;heme binding;oxidation-reduction process"
"2293",71,86,"lobe_number_I","BnaC01g04250D","chrC06",71,71,"AT4G34131.1","AT4G34131"," UDP-glucosyl transferase 73B3 ","chrC06","C01",2230184,2231635,"GO:0008152","metabolic process"
"2294",71,86,"lobe_number_I","BnaC01g25960D","chrC06",86,86,"AT3G49200.1","AT3G49200"," O-acyltransferase (WSD1-like) family protein ","chrC06","C01",22311480,22314803,"GO:0004144;GO:0045017","diacylglycerol O-acyltransferase activity;glycerolipid biosynthetic process"
"2295",71,86,"lobe_number_I","BnaC01g40250D","chrC06",71,71,"AT3G04070.1","AT3G04070"," NAC domain containing protein 47 ","chrC06","C01",38577535,38579275,"GO:0003677","DNA binding"
"2296",71,86,"lobe_number_I","BnaC02g01590D","chrC06",85,85,NA,NA,NA,"chrC06","C02",644032,644247,NA,NA
"2297",71,86,"lobe_number_I","BnaC02g05570D","chrC06",84,84,NA,NA,NA,"chrC06","C02",2902658,2903480,NA,NA
"2298",71,86,"lobe_number_I","BnaC02g34180D","chrC06",78,78,NA,NA,NA,"chrC06","C02",36553437,36554530,NA,NA
"2299",71,86,"lobe_number_I","BnaC03g17870D","chrC06",84,84,"AT2G32000.1","AT2G32000"," DNA topoisomerase, type IA, core ","chrC06","C03",9131495,9134900,"GO:0003677;GO:0003916;GO:0003917;GO:0005694;GO:0006265","DNA binding;DNA topoisomerase activity;DNA topoisomerase type I activity;chromosome;DNA topological change"
"2300",71,86,"lobe_number_I","BnaC03g41510D","chrC06",72,72,"AT3G20300.1","AT3G20300"," Protein of unknown function (DUF3537) ","chrC06","C03",26450367,26452828,NA,NA
"2301",71,86,"lobe_number_I","BnaC03g73200D","chrC06",85,85,"AT4G02380.1","AT4G02380"," senescence-associated gene 21 ","chrC06","C03_random",1368770,1369504,"GO:0006950","response to stress"
"2302",71,86,"lobe_number_I","BnaC04g06480D","chrC06",79,79,"AT2G38940.1","AT2G38940"," phosphate transporter 1;4 ","chrC06","C04",4695993,4698488,"GO:0016021;GO:0022857;GO:0055085","integral component of membrane;transmembrane transporter activity;transmembrane transport"
"2303",71,86,"lobe_number_I","BnaC04g11650D","chrC06",86,86,"AT2G33050.1","AT2G33050"," receptor like protein 26 ","chrC06","C04",9126856,9129261,"GO:0005515","protein binding"
"2304",71,86,"lobe_number_I","BnaC06g43580D","chrC06",84,84,NA,NA,NA,"chrC06","C06_random",3062603,3063488,NA,NA
"2305",71,86,"lobe_number_I","BnaC06g43710D","chrC06",82,82,"AT1G70580.1","AT1G70580"," alanine-2-oxoglutarate aminotransferase 2 ","chrC06","C06_random",3159376,3162268,"GO:0003824;GO:0009058;GO:0030170","catalytic activity;biosynthetic process;pyridoxal phosphate binding"
"2306",71,86,"lobe_number_I","BnaC06g43740D","chrC06",85,85,"AT1G70940.1","AT1G70940"," Auxin efflux carrier family protein ","chrC06","C06_random",3182818,3185918,"GO:0016021;GO:0055085","integral component of membrane;transmembrane transport"
"2307",71,86,"lobe_number_I","BnaC07g32730D","chrC06",84,84,"AT3G52160.1","AT3G52160"," 3-ketoacyl-CoA synthase 15 ","chrC06","C07",36223760,36225262,"GO:0003824;GO:0006633;GO:0008152;GO:0008610;GO:0016020","catalytic activity;fatty acid biosynthetic process;metabolic process;lipid biosynthetic process;membrane"
"2308",71,86,"lobe_number_I","BnaC07g38650D","chrC06",84,84,"AT4G23990.1","AT4G23990"," cellulose synthase like G3 ","chrC06","C07",39919249,39925677,"GO:0016020;GO:0016760;GO:0030244","membrane;cellulose synthase (UDP-forming) activity;cellulose biosynthetic process"
"2309",71,86,"lobe_number_I","BnaC07g40060D","chrC06",83,83,"AT4G26050.1","AT4G26050"," plant intracellular ras group-related LRR 8 ","chrC06","C07",40623400,40626155,"GO:0005515","protein binding"
"2310",71,86,"lobe_number_I","BnaC07g50420D","chrC06",85,85,"AT4G27650.1","AT4G27650"," Eukaryotic release factor 1 (eRF1) family protein ","chrC06","C07_random",2560807,2564272,NA,NA
"2311",71,86,"lobe_number_I","BnaC08g18750D","chrC06",86,86,"AT1G19330.3","AT1G19330"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G75060.1). ","chrC06","C08",21789804,21792258,"GO:0005515","protein binding"
"2312",71,86,"lobe_number_I","BnaC08g27760D","chrC06",83,83,NA,NA,NA,"chrC06","C08",28632484,28632726,NA,NA
"2313",71,86,"lobe_number_I","BnaC09g49700D","chrC06",84,84,"AT5G05800.1","AT5G05800"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G11290.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). ","chrC06","C09",47920736,47922922,NA,NA
